Validation norm;Validation cost;Validation normalized distance;Train norm;Epoch normalized distance;Train cost;Time;Epoch
7,588126248055762;0,6946003233993446;0,47219369535917766;7,807223477639442;0,4727454156750818;0,6955062152597201;59,680461168289185;0
7,442289093038538;0,6807399549327053;0,4632289258988349;7,658027830859518;0,4638208742805092;0,6816743830675592;1201,314509153366;15
7,295857439984332;0,6672552457222571;0,45422881022914424;7,507600444735902;0,45482373360759953;0,6681614555931616;2893,253335952759;30
7,148482558491466;0,654081921001057;0,445172749377869;7,356244757812542;0,44577294448518884;0,6549646558840413;4574,954691171646;45
6,999778126622294;0,6411582454220279;0,43603791509355816;7,203561694825648;0,436645470539072;0,6420213062901142;6233,49772810936;60
6,849348715373448;0,628427614222516;0,42680090076320776;7,049148004573896;0,42741799847153594;0,6292742449718401;7889,9016699790955;75
6,696806608975589;0,6158378707183586;0,41743892955256034;6,892605340185244;0,41806767400631234;0,6166706719017554;9551,047949075699;90
6,541758571352277;0,603340051986359;0,40792890531676157;6,733532207399689;0,4085714442670838;0,6041610740104655;11213,226957321167;105
6,3837844749073405;0,5908852573279496;0,39824616123031786;6,57150214631367;0,3989048417113701;0,591696239535802;12906,355050563812;120
6,2225078750442675;0,5784289103287917;0,3883686861494085;6,406133433675635;0,3890460110564534;0,5792311922577787;14556,365806341171;135
6,0575276390536805;0,5659254409454682;0,3782731625404987;6,237017335313739;0,3789716890035582;0,5667196750312469;16219,582914829254;150
5,888448366752038;0,5533303723230467;0,36793670745996326;6,063758731216767;0,36865947323725573;0,5541170103162445;17880,337510108948;165
5,71487772333753;0,5405964216033181;0,3573366000757113;5,885964007417033;0,358087002410048;0,5413755382059691;19546,336159706116;180
5,536471547661247;0,5276759620551225;0,34645302839331577;5,703293175079934;0,3472350482769906;0,5284470639938166;21199,437748908997;195
5,352890887103238;0,5145202862037407;0,33526649121399765;5,515421229617326;0,33608521607296526;0,5152829066124173;22859,875950574875;210
5,163956673590691;0,501079437496898;0,323766786973555;5,322181090835698;0,3246280311224546;0,5018322801951206;24540,795579195023;225
4,969650711332049;0,48730458925058556;0,3119528889656067;5,123588822761515;0,31286425679183205;0,4880461072954593;26200,095715522766;240
4,770167704466935;0,47314749576233245;0,29983543498175486;4,919881825276314;0,3008064752439494;0,47387577318291363;27855,29233765602;255
4,566048412532597;0,45856347450843227;0,28744485548564364;4,711663152889115;0,28848771475891766;0,4592760929391404;29511,038399219513;270
4,358367660543421;0,4435146654045189;0,27484108000011237;4,500092878814571;0,27597113811608515;0,4442087542419591;31174,182256937027;285
4,162807032302186;0,42902833943838603;0,2629674859754332;4,301197009309921;0,26419679405932256;0,4297027280836394;32701,859895944595;299
