Validation norm;Validation cost;Validation normalized distance;Train norm;Epoch normalized distance;Train cost;Time;Epoch
7,624288197402116;0,6923547059625059;0,47015618557458394;7,739948452668413;170,75353109836578;0,6927467183961684;170,96044659614563;0
